sulamerica-saude;Não encontro obstetra!;Rio de Janeiro;RJ;99106735;2020-01-08 18:01:00;"Venho por meio deste reclamar pois não encontro médico obstetra que faça parto pelo plano.
Liguei dia 8/1 pedindo os obstetras credenciados da Sulamerica que cobrem parto e aceitem a minha categoria de plano. Liguei pra todos da lista fornecida por email, na região solicitada e as respostas foram que: não fazem o parto pois estão afastados por motivos pessoais e médicos, outros porque o plano simplesmente não cobre e outros como clínicas que as atendentes não passam essas informações por telefone, somente com o médico em consulta, ou seja, preciso marcar consulta com cada médico pra saber qual aceita fazer o parto pelo plano. Além disso, o mesmo médico precisa fazer o parto num hospital que meu plano cobre também. Olha a quantidade de ""trabalho"" que o cliente tem... Não faz sentido. Era obrigação do plano nos DAR todas essas informações e não o consumidor marcar 5 consultas por mês pra descobrir qual médico faz o parto. Absurdo.
Uma falta de respeito com o consumidor. Quero que só entrem em contato comigo quando tiverem um obstetra que cobre parto normal pelo plano, em Barra, Jacarepaguá e Recreio. Nas maternidades Amiu(freguesia) ou Pasteur (que no App diz que o plano cobre a internação)

Agradeço atenção e aguardo breve retorno. Após as 14h";10
sulamerica-saude;REEMBOLSO ATRASADO;Niterói;RJ;99084975;2020-01-08 11:30:00;"No dia 31/11/2019, fiz um pedido de reembolso no valor de 2.320,00 na loja física da Sul América, localizada no Av. Marquês do Paraná, 333 - Centro, Niterói. Até ai, tudo bem. O Aplicativo sinalizou que dei entrada(NÚMERO DA SR: 3177110393), e que dentro de 30 dias, eu iria ser reembolsado.
Aguardei os 30 dias, e no dia 30/12/20, entrei em contato perguntando o motivo do atraso, já que o prazo é 30 dias e foi ai que começou toda a dor de cabeça. Liguei diversas, e mais diversas vezes para a central e a todo momento me informavam um número de protocolo e que iriam encaminhar para o setor responsável ou para o superior. Recebi um protocolo, dizendo que eu teria uma resposta dos superiores da parte do reembolso no dia 07/01/2020 no meu e-mail ou em ligação. Esperei novamente, e ontem nada aconteceu. Liguei novamente para a central e a resposta foi a mesma como sempre (Irei encaminhar para o superior e em breve você terá uma resposta).
O pior de tudo, é que nunca me dão uma solução ou uma explicação do que está ocorrendo, do motivo de eu não receber o meu dinheiro. Tive que pegar dinheiro emprestado no dia da minha cirurgia, pois o anêstesista presente não aceitava Cheque, apenas transferência ou cartão. E agora estou sendo cobrado DIARIAMENTE desse dinheiro, tendo explicar minha situação, mas a cobrança é contínua. Estou passando mal com toda essa situação, e com medo do que esteja acontecendo com meu reembolso. Sofro de depressão e isso tudo só está piorando minha situação. Minha ansiedade nunca esteve tão forte, estou tendo que viver a base de remédio pra ficar calmo e tendo que ser cobrado diariamente.
Estou passando um constrangimento fortissímo em relação a isso, e não tenho sequer uma resposta sobre o ocorrido. Apenas que vão me ligar, que em breve terei uma resposta... Mas nada é feito. Das últimas vezes que liguei, fiquei 18 MINUTOS para ser atendido na central, e a outra vez me deixaram falando sozinho no chat online da Sul América.
As únicas coisas que me restaram foi usar o Reclame Aqui e em seguida iniciar com um processo(entretanto, gostaria de evitar esse último, pois sei como isso da dor de cabeça, e eu preciso pagar essa dívida logo)";0
sulamerica-saude;Demora para cancelar;São Paulo;SP;99082517;2020-01-08 10:58:00;"Estou tentando cancelar o meu plano coletivo desde o dia 26 de novembro, o cancelamento é devido ao valor do plano, muito alto, estou sem condições de manter o pagamento.
Após vários dias recebi a informação que faltava enviar uma página,enviei a referida pg no dia 05/12, dia em que recebi um telefonema me oferecendo um pequeno desconto ( insuficiente para a minha condição).
No dia 27/12 cobrei uma resposta do plano por email e por telefone. No dia 30/12 recebi um email me informando que o cancelamento seria feito a partir de 01/03/2020.
Achei um absurdo, com 57 anos, não posso sair de um plano antes de entrar em outro.Eu que não tinha como pagar por 1 plano, agora tenho que pagar por 2.
No contrato consta que a partir do momento que eu comunico o cancelamento, o plano se encerra em 60 dias.
Acho um absurdo, se eu como consumidora NÃO quero mais os serviços de uma empresa porque devo pagar por mais 60 dias? No meu caso, por mais 90 dias, é muito injusto.
Eu e meu marido somos da área da saúde, sempre indicávamos a Sul América como uma boa empresa, agora só posso dizer para nem pensar em entrar para um plano de saúde que segura os credenciados contra a sua vontade....que eu saiba, um contrato é um acordo de vontades que cessa de forma unilateral, quando uma parte já não tem interesse.
Muito decepcionada com esta empresa.";9
sulamerica-saude;Há mais de 1 mês em analisa;Rio de Janeiro;RJ;99080707;2020-01-08 10:32:00;Estou há mais de 1 mês aguardando a análise de uma solicitação de reembolso. Referente a um tratamento com psicóloga que estou realizando e ainda não obtive resposta. Entrei em contato com a SulAmérica e pediram p eu aguardar pois estava em análise. Um absurdo essa demora toda.;10
sulamerica-saude;Pendurado no telefone 00:20 min;São Paulo;SP;99080015;2020-01-08 10:21:00;Liguei para relatar um problema e fiquei 00:20 min pendurado... Desisti e estou vindo relatar.. um lixo de convênio..;10
sulamerica-saude;Solicitação de reembolso de consulta em análise/processamento a mais de 35 dias;Salvador;BA;99034585;2020-01-07 12:06:00;"Solicitei o reembolso de uma consulta no dia 03/12/2019, mas até o presente momento (35 dias depois) a solicitação ainda está ""em análise/Processamento"", violando o prazo de 30 dias para realização do reembolso.

O número da SR é: 3177424465

Aguardo retorno da empresa sobre o meu reembolso, cuja solicitação foi feita a mais de 35 dias.

Grato pela atenção.";9
sulamerica-saude;AUTORIZAÇÃO DUVIDOSA;São Paulo;SP;99020628;2020-01-07 08:27:00;"Tenho vários protocolos de reclamação
Sul América informa q está tudo autorizado
Hospital nove de Julho dia que não
Quem deve fazer esta intermediação????? Eu,cliente com dor ???????? Hospital me informa que é a Sul América e a Sul América fala que não
Estou com adesivo de morfina esperando ambos se decidir
Protocolo 00624620200103000538
Protocolo 006246202001107000966";8
sulamerica-saude;Sem cobertura próxima e reembolso absurdo;São Paulo;SP;99001851;2020-01-06 18:13:00;"Dia 01/12/2019 sofri um acidente grave, onde necessitei de um procedimento cirúrgico delicado.

Tenho enfrentado muitos problemas com o suporte ao segurado da sulamérica. Comecei a fisioterapia dia 16/12/2019, onde o único prestador credenciado da sulamérica que estava disponível fica a 23km de distância da minha casa. Fica impossível continuar a fazer fisioterapia em um lugar tão longe, chego na fisioterapia com meu joelho inchado, com muita dor sem ter condições de fazer os exercícios de forma correta por causa da dor, tenho pontos e não posso ficar tanto tempo em deslocamento dentro de um carro para fazer fisioterapia. Encontrei 2 clinicas perto da minha casa a 1.4km (Espaço neiva - 4245-8590 e Espaço paiva - 4137-6136) essas clinicas em questão não são conveniadas com a sulamérica, até ai tudo bem pois posso pagar e pedir o reembolso. O que me deixou indignado foi que quando vou fazer um previa de reembolso no aplicativo da sulamérica o valor de reembolso de um consulta de R$120.00 é de R$8.00.

Isso é um absurdo, eu preciso que vocês indiquem um prestador que seja perto da minha casa, pois não tenho condições de me deslocar para lugares longe, estou em pós operatório de uma cirurgia delicada onde coloquei pinos e placas de titanio na perna, por favor preciso que seja providenciado um lugar perto e um atendimento mais humanizado pois tenho enfrentado diversos problemas.";0
sulamerica-saude;Enviaram boleto errado e agora não descontam do valor correto.;São Paulo;SP;98994413;2020-01-06 16:13:00;"Liguei para a central de atendimento e me pediram para enviar por email todos os dados referente a cobrança errada. Isso ocorreu no dia 23 de Dezembro e até o momento nenhum resposta, apesar das cobranças por email e site. O boleto de Janeiro não foi pago e está aberto. Deve ser emitido um novo boleto descontando o valor do boleto enviado por vocês que paguei em Dezembro.
===========================
Bom dia

Conforme contato telefônico informo que o plano de saúde foi contratado pela empresa que trabalhava com inicio para 01 de Dezembro de 2019.

Até o dia 18 de dezembro não constava no site da Sul America nenhum boleto de cobrança.

No dia 19 de Dezembro recebo pelos correios um boleto com vencimento para 01 de Dezembro no valor de 1206,59 conforme documento anexo.

Este boleto foi pago no Bradesco no dia 19 de Dezembro.

Ontem entrei no site da Sul America para checar a baixa do boleto e consta um novo boleto com vencimento para o dia 01 de Dezembro no valor de 2313,16.

Correções que devem ser efetuadas:

1 - Vencimento do boleto de 2313,16

Conforme mencionado no dia 19 de Dezembro não havia nenhum boleto aberto no sistema, então não tem sentido um boleto com vencimento com data anterior.


2 - Baixa do valor já pago no valor de 1206,59


Do exposto, favor emitir novo boleto com nova data de vencimento com o valor deduzido.

Att
Dimas Moura
CPF 893160458-00
11-993110457";10
sulamerica-saude;Aplicativo- Rede de exames completamente desatualizada;São Paulo;SP;98988345;2020-01-06 14:46:00;Estou há duas semanas tentando agendar exames e não consigo. Localizo a unidade do laboratório no aplicativo e quando ligo sou informada que a unidade não realiza aquele atendimento. Registrei uma reclamação e solicitei retorno por telefone para conversar sobre o assunto, entender o problema e receber a solução. Recebi o retorno por e-mail que não ajudou e não resolveu em nada. Tinha o convenio da intermedica notredame antes e NUNCA tive problema. Agora a Sul América que deveria oferecer serviços de qualidade superior não resolve NADA!!! Convênio extremamente ruim!;0
